Cycle,Cycle_squared,Cycle_sqrt,Current_A,Voltage_V,Temperature_C,Voltage_Current,Temp_Current
532,283024,23.065125189341593,0.986,3.801,25.57,3.747786,25.21202
537,288369,23.173260452512935,1.109,3.616,35.82,4.010144,39.72438
537,288369,23.173260452512935,1.175,3.85,29.0,4.523750000000001,34.075
550,302500,23.45207879911715,0.809,3.677,35.06,2.9746930000000003,28.363540000000004
559,312481,23.643180835073778,0.997,3.629,29.19,3.618113,29.102430000000002
565,319225,23.769728648009426,0.759,3.724,31.64,2.8265160000000003,24.01476
567,321489,23.811761799581316,1.116,3.674,34.79,4.1001840000000005,38.82564
574,329476,23.958297101421877,1.252,3.55,31.49,4.444599999999999,39.42548
575,330625,23.979157616563597,0.954,3.796,29.18,3.6213839999999995,27.837719999999997
597,356409,24.43358344574123,1.429,3.574,35.31,5.107246,50.45799
599,358801,24.474476501040833,1.043,3.644,33.66,3.8006919999999997,35.10737999999999
600,360000,24.49489742783178,1.161,3.628,33.76,4.212108000000001,39.19536
605,366025,24.596747752497688,1.042,3.678,33.82,3.832476,35.24044
611,373321,24.71841418861655,0.839,3.721,34.26,3.121919,28.744139999999998
611,373321,24.71841418861655,0.836,3.763,29.61,3.1458679999999997,24.75396
612,374544,24.73863375370596,0.911,3.615,28.86,3.2932650000000003,26.29146
615,378225,24.79919353527449,1.328,3.739,31.15,4.9653920000000005,41.3672
617,380689,24.839484696748443,0.634,3.668,31.74,2.3255120000000002,20.12316
632,399424,25.13961017995307,1.24,3.627,33.16,4.4974799999999995,41.118399999999994
633,400689,25.15949125081825,1.069,3.748,26.14,4.006612,27.943659999999998
638,407044,25.25866188063018,1.107,3.601,30.0,3.986307,33.21
641,410881,25.317977802344327,0.856,3.666,30.0,3.138096,25.68
642,412164,25.337718918639855,0.909,3.774,31.13,3.4305660000000002,28.29717
648,419904,25.45584412271571,0.951,3.697,33.08,3.515847,31.459079999999997
648,419904,25.45584412271571,0.928,3.641,35.36,3.378848,32.814080000000004
649,421201,25.475478405713993,1.266,3.585,36.53,4.53861,46.24698
651,423801,25.514701644346147,1.239,3.8,24.9,4.708200000000001,30.851100000000002
664,440896,25.768197453450252,0.961,3.758,31.23,3.6114379999999997,30.01203
676,456976,26.0,0.872,3.786,37.85,3.301392,33.0052
680,462400,26.076809620810597,1.003,3.69,31.72,3.7010699999999996,31.815159999999995
681,463761,26.095976701399778,1.128,3.688,32.49,4.160064,36.64872
681,463761,26.095976701399778,0.897,3.777,30.5,3.387969,27.3585
684,467856,26.153393661244042,1.016,3.613,30.51,3.670808,30.998160000000002
712,506944,26.68332812825267,1.113,3.574,31.51,3.977862,35.07063
723,522729,26.888659319497503,1.233,3.691,32.57,4.551003000000001,40.15881
729,531441,27.0,1.217,3.805,32.41,4.630685000000001,39.442969999999995
733,537289,27.073972741361768,0.919,3.622,34.75,3.328618,31.93525
735,540225,27.110883423451916,1.054,3.662,32.04,3.859748,33.770160000000004
736,541696,27.129319932501073,1.229,3.824,33.0,4.699696,40.557
750,562500,27.386127875258307,0.901,3.632,31.55,3.2724320000000002,28.426550000000002
762,580644,27.60434748368452,0.863,3.71,30.17,3.20173,26.036710000000003
768,589824,27.712812921102035,1.307,3.857,31.21,5.041099,40.79147
771,594441,27.76688675382964,0.981,3.639,32.52,3.5698589999999997,31.902120000000004
776,602176,27.85677655436824,1.097,3.762,35.09,4.126914,38.49373
793,628849,28.160255680657446,1.152,3.844,31.98,4.428287999999999,36.840959999999995
825,680625,28.722813232690143,1.007,3.656,35.52,3.6815919999999998,35.76864
833,693889,28.861739379323623,1.022,3.646,28.39,3.726212,29.014580000000002
840,705600,28.982753492378876,1.109,3.725,26.96,4.131025,29.89864
845,714025,29.068883707497267,1.009,3.631,32.3,3.6636789999999992,32.59069999999999
845,714025,29.068883707497267,1.279,3.657,29.75,4.677302999999999,38.05025
846,715716,29.086079144497972,1.051,3.819,34.36,4.013769,36.112359999999995
847,717409,29.103264421710495,0.763,3.723,37.71,2.840649,28.772730000000003
864,746496,29.393876913398138,0.605,3.719,34.62,2.2499949999999997,20.945099999999996
871,758641,29.512709126747414,0.68,3.649,35.16,2.48132,23.9088
881,776161,29.68164415931166,1.145,3.759,35.01,4.304055,40.08645
884,781456,29.732137494637012,1.351,3.709,38.73,5.010859,52.32422999999999
885,783225,29.748949561287034,1.179,3.71,29.34,4.37409,34.591860000000004
896,802816,29.93325909419153,1.289,3.754,36.83,4.838906,47.47387
900,810000,30.0,0.821,3.685,33.16,3.025385,27.224359999999997
901,811801,30.01666203960727,0.965,3.608,36.85,3.48172,35.56025
902,813604,30.033314835362415,1.433,3.6,32.16,5.1588,46.08528
902,813604,30.033314835362415,1.336,3.735,34.75,4.98996,46.426
913,833569,30.215889859476256,1.243,3.601,38.7,4.476043000000001,48.10410000000001
917,840889,30.28200785945344,0.938,3.651,32.04,3.4246379999999994,30.05352
927,859329,30.44667469527666,1.11,3.766,29.09,4.1802600000000005,32.2899
932,868624,30.528675044947494,0.726,3.588,35.26,2.604888,25.59876
934,872356,30.56141357987225,0.833,3.638,34.98,3.0304539999999998,29.138339999999996
944,891136,30.72458299147443,1.019,3.619,34.54,3.687761,35.196259999999995
952,906304,30.854497241083024,0.782,3.554,36.02,2.779228,28.167640000000002
958,917764,30.95157508108432,0.833,3.866,34.28,3.2203779999999997,28.55524
963,927369,31.0322412983658,0.993,3.781,37.17,3.754533,36.90981
971,942841,31.160872901765767,0.947,3.712,39.53,3.515264,37.43491
972,944784,31.176914536239792,0.941,3.751,33.06,3.5296909999999997,31.109460000000002
976,952576,31.240998703626616,0.918,3.775,35.58,3.46545,32.66244
981,962361,31.32091952673165,0.719,3.61,36.35,2.5955899999999996,26.13565
990,980100,31.464265445104548,1.029,3.729,27.49,3.837141,28.287209999999995
991,982081,31.480152477394387,1.223,3.641,31.75,4.452943,38.83025
994,988036,31.52776554086889,1.243,3.705,38.87,4.605315,48.31541
1000,1000000,31.622776601683793,0.66,3.627,28.98,2.39382,19.126800000000003
1,1,1.0,1.029,3.65,25.95,3.7558499999999997,26.70255
3,9,1.7320508075688772,0.913,3.607,32.24,3.293191,29.43512
8,64,2.8284271247461903,1.37,3.662,30.53,5.01694,41.826100000000004
8,64,2.8284271247461903,1.117,3.602,22.3,4.023434,24.909100000000002
28,784,5.291502622129181,0.784,3.835,27.92,3.00664,21.889280000000003
46,2116,6.782329983125268,1.035,3.75,26.02,3.8812499999999996,26.930699999999998
49,2401,7.0,1.095,3.652,23.2,3.99894,25.404
56,3136,7.483314773547883,1.213,3.887,22.98,4.714931,27.874740000000003
67,4489,8.18535277187245,0.916,3.736,27.57,3.4221760000000003,25.25412
68,4624,8.246211251235321,1.123,3.777,26.59,4.241571,29.86057
68,4624,8.246211251235321,0.963,3.634,25.17,3.499542,24.23871
76,5776,8.717797887081348,0.898,3.751,28.7,3.368398,25.7726
82,6724,9.055385138137417,1.263,3.707,27.64,4.681940999999999,34.90932
104,10816,10.198039027185569,1.054,3.708,25.61,3.9082320000000004,26.99294
104,10816,10.198039027185569,1.165,3.704,21.93,4.3151600000000006,25.54845
106,11236,10.295630140987,0.988,3.739,19.1,3.6941319999999997,18.870800000000003
108,11664,10.392304845413264,1.186,3.559,29.51,4.220974,34.99886
114,12996,10.677078252031311,0.625,3.707,23.77,2.316875,14.85625
114,12996,10.677078252031311,1.228,3.759,29.76,4.616052,36.54528
119,14161,10.908712114635714,1.027,3.821,24.63,3.9241669999999997,25.295009999999998
142,20164,11.916375287812984,1.04,3.861,23.29,4.015440000000001,24.2216
149,22201,12.206555615733702,1.262,3.773,24.81,4.761526,31.310219999999997
150,22500,12.24744871391589,1.41,3.667,24.39,5.170469999999999,34.3899
150,22500,12.24744871391589,1.06,3.663,25.76,3.88278,27.305600000000002
153,23409,12.36931687685298,1.185,3.764,30.37,4.4603399999999995,35.98845
155,24025,12.449899597988733,0.903,3.636,27.57,3.2833080000000003,24.89571
164,26896,12.806248474865697,1.306,3.723,24.68,4.862238,32.23208
166,27556,12.884098726725126,1.003,3.713,32.56,3.7241389999999996,32.65768
174,30276,13.19090595827292,0.442,3.687,27.82,1.629654,12.29644
179,32041,13.379088160259652,0.707,3.701,31.62,2.616607,22.355339999999998
183,33489,13.527749258468683,0.976,3.644,26.1,3.556544,25.4736
185,34225,13.601470508735444,0.934,3.768,30.56,3.519312,28.54304
186,34596,13.638181696985855,0.486,3.782,26.85,1.838052,13.049100000000001
186,34596,13.638181696985855,0.773,3.657,27.67,2.826861,21.388910000000003
190,36100,13.784048752090222,0.968,3.643,34.87,3.5264239999999996,33.75416
203,41209,14.247806848775006,0.451,3.611,28.63,1.6285610000000001,12.91213
204,41616,14.2828568570857,0.761,3.865,27.6,2.941265,21.003600000000002
205,42025,14.317821063276353,0.908,3.687,32.7,3.3477959999999998,29.691600000000005
217,47089,14.730919862656235,0.868,3.73,28.87,3.23764,25.059160000000002
222,49284,14.89966442575134,1.024,3.595,28.48,3.68128,29.163520000000002
230,52900,15.165750888103101,1.063,3.721,27.49,3.9554229999999997,29.221869999999996
231,53361,15.198684153570664,0.611,3.702,25.98,2.2619219999999998,15.87378
232,53824,15.231546211727817,1.333,3.741,23.66,4.986753,31.53878
241,58081,15.524174696260024,0.918,3.608,27.03,3.3121440000000004,24.813540000000003
243,59049,15.588457268119896,1.003,3.642,27.64,3.6529259999999995,27.72292
244,59536,15.620499351813308,0.862,3.685,27.1,3.17647,23.360200000000003
247,61009,15.716233645501712,0.934,3.775,27.35,3.52585,25.544900000000002
259,67081,16.09347693943108,0.927,3.661,25.23,3.3937470000000003,23.38821
260,67600,16.1245154965971,1.228,3.699,28.51,4.542371999999999,35.01028
265,70225,16.278820596099706,1.326,3.565,25.22,4.72719,33.441720000000004
267,71289,16.34013463836819,1.084,3.774,20.33,4.091016000000001,22.03772
269,72361,16.401219466856727,1.189,3.775,28.8,4.488475,34.2432
271,73441,16.46207763315433,0.648,3.677,26.29,2.382696,17.03592
279,77841,16.703293088490067,0.992,3.76,28.07,3.72992,27.84544
287,82369,16.941074346097416,1.091,3.773,36.05,4.116343,39.330549999999995
292,85264,17.08800749063506,0.658,3.702,29.25,2.435916,19.2465
310,96100,17.60681686165901,0.72,3.873,30.28,2.78856,21.8016
311,96721,17.635192088548397,0.92,3.604,25.69,3.3156800000000004,23.634800000000002
313,97969,17.69180601295413,0.88,3.618,28.58,3.18384,25.150399999999998
317,100489,17.804493814764857,1.257,3.696,25.04,4.645872,31.475279999999998
321,103041,17.916472867168917,1.099,3.761,30.66,4.133339,33.69534
324,104976,18.0,0.9,3.687,28.36,3.3183,25.524
340,115600,18.439088914585774,0.825,3.75,27.33,3.09375,22.54725
343,117649,18.520259177452136,1.259,3.721,27.25,4.6847389999999995,34.30775
355,126025,18.841443681416774,1.168,3.791,31.47,4.427887999999999,36.75696
359,128881,18.947295321496416,0.899,3.776,29.87,3.394624,26.85313
378,142884,19.44222209522358,1.181,3.781,28.77,4.465361000000001,33.97737
392,153664,19.79898987322333,1.188,3.779,27.24,4.489452,32.36112
416,173056,20.396078054371138,0.932,3.655,25.8,3.40646,24.0456
419,175561,20.46948949045872,1.451,3.745,26.25,5.433995,38.088750000000005
430,184900,20.73644135332772,1.316,3.706,29.15,4.877096,38.3614
431,185761,20.760539492026695,0.772,3.774,32.63,2.913528,25.190360000000002
436,190096,20.8806130178211,1.102,3.685,27.46,4.06087,30.260920000000002
438,191844,20.92844953645635,1.312,3.659,25.83,4.8006079999999995,33.88896
443,196249,21.047565179849187,1.178,3.764,31.97,4.433992,37.66066
462,213444,21.494185260204677,0.987,3.697,27.54,3.648939,27.18198
471,221841,21.702534414210707,0.523,3.708,34.87,1.9392840000000002,18.237009999999998
474,224676,21.77154105707724,1.332,3.673,28.79,4.892436,38.34828
474,224676,21.77154105707724,1.208,3.758,30.08,4.539664,36.336639999999996
479,229441,21.88606862823929,1.174,3.681,27.86,4.3214939999999995,32.70764
480,230400,21.908902300206645,0.949,3.687,29.1,3.498963,27.6159
494,244036,22.22611077089287,1.144,3.603,33.23,4.1218319999999995,38.015119999999996
502,252004,22.40535650240808,1.12,3.584,23.13,4.014080000000001,25.9056
513,263169,22.64950330581225,0.792,3.792,28.01,3.003264,22.18392
515,265225,22.693611435820433,0.656,3.71,34.08,2.43376,22.35648
539,290521,23.2163735324878,0.909,3.644,30.03,3.312396,27.29727
541,292681,23.259406699226016,0.799,3.634,32.03,2.903566,25.591970000000003
550,302500,23.45207879911715,0.755,3.617,28.37,2.730835,21.41935
575,330625,23.979157616563597,1.13,3.831,27.21,4.3290299999999995,30.7473
575,330625,23.979157616563597,1.04,3.777,27.08,3.9280800000000005,28.1632
579,335241,24.06241883103193,1.196,3.769,32.66,4.507724,39.06135999999999
579,335241,24.06241883103193,0.892,3.697,30.54,3.297724,27.24168
581,337561,24.1039415863879,0.659,3.701,26.31,2.438959,17.33829
583,339889,24.145392935299274,0.974,3.783,32.62,3.6846419999999998,31.771879999999996
587,344569,24.228082879171435,1.013,3.6,31.72,3.6468,32.13236
599,358801,24.474476501040833,0.816,3.667,30.1,2.992272,24.5616
601,361201,24.515301344262525,0.95,3.647,29.32,3.46465,27.854
606,367236,24.61706725018234,0.963,3.691,32.49,3.5544329999999995,31.28787
614,376996,24.779023386727733,1.356,3.564,31.23,4.832784,42.34788
614,376996,24.779023386727733,0.93,3.745,34.17,3.4828500000000004,31.778100000000002
629,395641,25.079872407968907,0.731,3.726,31.5,2.723706,23.0265
630,396900,25.099800796022265,0.835,3.873,30.73,3.233955,25.65955
630,396900,25.099800796022265,0.944,3.765,28.4,3.55416,26.809599999999996
634,401956,25.179356624028344,1.144,3.643,27.16,4.167591999999999,31.071039999999996
662,438244,25.729360660537214,1.067,3.742,29.08,3.992714,31.028359999999996
663,439569,25.748786379167466,0.599,3.669,30.71,2.197731,18.39529
665,442225,25.787593916455254,1.058,3.701,32.02,3.915658,33.87716
676,456976,26.0,0.802,3.738,28.49,2.997876,22.84898
683,466489,26.13426869074396,1.069,3.742,33.79,4.000198,36.12151
701,491401,26.476404589747453,1.287,3.713,29.44,4.778631,37.88928
701,491401,26.476404589747453,1.407,3.689,33.82,5.190423,47.584740000000004
707,499849,26.589471600616662,0.99,3.796,27.67,3.75804,27.3933
716,512656,26.758176320519304,0.878,3.706,35.17,3.2538679999999998,30.879260000000002
724,524176,26.90724809414742,0.491,3.685,37.53,1.809335,18.42723
724,524176,26.90724809414742,0.902,3.65,29.63,3.2923,26.72626
730,532900,27.018512172212592,1.028,3.663,31.03,3.765564,31.898840000000003
738,544644,27.16615541441225,1.01,3.741,34.51,3.77841,34.8551
746,556516,27.313000567495326,1.026,3.626,30.45,3.720276,31.2417
747,558009,27.331300737432898,0.894,3.701,27.25,3.308694,24.3615
752,565504,27.422618401604176,1.202,3.644,39.51,4.380088,47.49102
752,565504,27.422618401604176,1.053,3.659,34.28,3.8529269999999998,36.09684
755,570025,27.477263328068172,0.991,3.724,30.96,3.690484,30.68136
758,574564,27.53179979587241,1.26,3.849,34.29,4.849740000000001,43.2054
764,583696,27.640549922170507,1.138,3.663,36.23,4.168493999999999,41.22973999999999
764,583696,27.640549922170507,1.144,3.645,34.4,4.16988,39.35359999999999
766,586756,27.676705006196094,1.198,3.688,26.74,4.418224,32.03451999999999
769,591361,27.730849247724095,0.462,3.598,39.85,1.662276,18.410700000000002
773,597529,27.80287754891569,0.867,3.805,29.34,3.298935,25.43778
793,628849,28.160255680657446,1.118,3.674,28.28,4.107532,31.617040000000003
794,630436,28.178005607210743,1.066,3.77,31.8,4.01882,33.8988
795,632025,28.19574435974337,0.902,3.673,36.72,3.313046,33.12144
797,635209,28.231188426986208,0.674,3.601,33.3,2.427074,22.4442
799,638401,28.26658805020514,0.764,3.646,36.76,2.785544,28.08464
806,649636,28.39013913315678,1.078,3.631,36.89,3.914218,39.76742
812,659344,28.495613697550013,0.906,3.804,33.03,3.446424,29.92518
816,665856,28.5657137141714,0.903,3.65,31.4,3.29595,28.3542
852,725904,29.189039038652847,1.085,3.653,37.27,3.963505,40.43795
859,737881,29.30870177950569,1.102,3.787,37.72,4.173274,41.567440000000005
862,743044,29.359836511806396,0.977,3.623,30.16,3.5396710000000002,29.46632
874,763876,29.563490998188964,0.756,3.762,38.29,2.844072,28.94724
878,770884,29.631064780058107,1.151,3.631,30.53,4.179281,35.14003
880,774400,29.664793948382652,1.054,3.672,33.24,3.8702880000000004,35.034960000000005
887,786769,29.782545223670862,0.691,3.81,28.76,2.63271,19.87316
894,799236,29.899832775452108,0.877,3.724,35.87,3.2659480000000003,31.45799
903,815409,30.04995840263344,1.142,3.718,31.0,4.245956,35.401999999999994
903,815409,30.04995840263344,1.027,3.839,33.58,3.9426529999999995,34.48665999999999
924,853776,30.397368307141328,1.158,3.726,35.24,4.3147079999999995,40.80792
926,857476,30.430248109405877,0.756,3.767,35.37,2.847852,26.73972
928,861184,30.463092423455635,1.215,3.729,34.21,4.530735000000001,41.56515
930,864900,30.495901363953813,0.934,3.771,36.07,3.522114,33.68938
933,870489,30.54504869860253,0.606,3.694,35.38,2.2385639999999998,21.44028
941,885481,30.675723300355934,1.231,3.694,34.15,4.547314,42.038650000000004
943,889249,30.708305065568176,1.159,3.82,35.44,4.42738,41.07496
945,893025,30.740852297878796,0.959,3.84,39.17,3.6825599999999996,37.56403
978,956484,31.272991542223778,0.66,3.828,31.01,2.52648,20.466600000000003
979,958441,31.28897569432403,0.916,3.636,28.85,3.330576,26.426600000000004
989,978121,31.448370387032774,0.891,3.712,34.64,3.307392,30.864240000000002
996,992016,31.559467676119,1.208,3.74,37.45,4.51792,45.2396
999,998001,31.606961258558215,0.979,3.912,30.48,3.8298479999999997,29.83992
1,1,1.0,1.29,3.743,24.79,4.82847,31.9791
13,169,3.605551275463989,1.233,3.787,18.86,4.669371,23.25438
13,169,3.605551275463989,0.968,3.674,21.05,3.556432,20.3764
30,900,5.477225575051661,0.843,3.721,27.47,3.136803,23.15721
32,1024,5.656854249492381,1.407,3.666,26.48,5.158062,37.25736
37,1369,6.082762530298219,1.261,3.784,18.96,4.771623999999999,23.908559999999998
37,1369,6.082762530298219,1.223,3.797,28.15,4.643731000000001,34.42745
38,1444,6.164414002968976,0.895,3.734,31.98,3.34193,28.6221
39,1521,6.244997998398398,0.835,3.628,25.71,3.02938,21.46785
40,1600,6.324555320336759,0.985,3.645,25.99,3.590325,25.60015
42,1764,6.48074069840786,1.028,3.627,26.45,3.7285559999999998,27.1906
42,1764,6.48074069840786,1.157,3.634,24.76,4.204538,28.647320000000004
45,2025,6.708203932499369,0.882,3.821,26.61,3.3701220000000003,23.470019999999998
67,4489,8.18535277187245,0.751,3.688,29.44,2.769688,22.10944
76,5776,8.717797887081348,1.312,3.674,28.88,4.820288,37.89056
86,7396,9.273618495495704,1.084,3.714,24.05,4.025976,26.070200000000003
87,7569,9.327379053088816,0.893,3.723,24.44,3.324639,21.824920000000002
87,7569,9.327379053088816,0.708,3.659,23.79,2.590572,16.84332
91,8281,9.539392014169456,0.745,3.692,26.1,2.75054,19.4445
99,9801,9.9498743710662,1.394,3.782,23.77,5.272107999999999,33.13538
102,10404,10.099504938362077,0.889,3.596,26.41,3.196844,23.47849
122,14884,11.045361017187261,1.185,3.558,27.51,4.21623,32.59935
139,19321,11.789826122551595,1.011,3.64,27.47,3.68004,27.772169999999996
143,20449,11.958260743101398,0.718,3.826,24.65,2.747068,17.6987
149,22201,12.206555615733702,1.069,3.662,26.95,3.914678,28.809549999999998
155,24025,12.449899597988733,1.153,3.62,22.94,4.17386,26.449820000000003
157,24649,12.529964086141668,1.118,3.667,28.65,4.099706,32.0307
165,27225,12.84523257866513,1.298,3.688,23.84,4.787024000000001,30.94432
170,28900,13.038404810405298,1.085,3.71,29.04,4.0253499999999995,31.508399999999998
171,29241,13.076696830622021,1.227,3.741,29.09,4.590207,35.69343
173,29929,13.152946437965905,0.83,3.739,24.61,3.10337,20.426299999999998
188,35344,13.711309200802088,1.279,3.802,30.44,4.8627579999999995,38.93276
197,38809,14.035668847618199,1.301,3.582,27.54,4.660182,35.829539999999994
211,44521,14.52583904633395,1.066,3.676,27.84,3.9186160000000005,29.67744
211,44521,14.52583904633395,1.042,3.553,26.52,3.702226,27.63384
227,51529,15.066519173319364,0.891,3.671,31.67,3.270861,28.21797
235,55225,15.329709716755891,0.928,3.584,26.75,3.325952,24.824
237,56169,15.394804318340652,1.021,3.696,22.7,3.7736159999999996,23.176699999999997
237,56169,15.394804318340652,1.18,3.71,27.64,4.3778,32.6152
243,59049,15.588457268119896,0.973,3.656,26.28,3.5572880000000002,25.57044
245,60025,15.652475842498529,1.06,3.894,29.49,4.12764,31.2594
246,60516,15.684387141358123,0.931,3.567,25.96,3.3208770000000003,24.168760000000002
251,63001,15.84297951775486,1.433,3.738,25.5,5.356554,36.5415
254,64516,15.937377450509228,0.985,3.674,26.62,3.61889,26.2207
257,66049,16.0312195418814,1.265,3.714,25.57,4.6982099999999996,32.34605
259,67081,16.09347693943108,0.982,3.709,27.76,3.642238,27.26032
261,68121,16.15549442140351,0.827,3.639,24.71,3.0094529999999997,20.43517
261,68121,16.15549442140351,0.839,3.754,20.67,3.149606,17.34213
269,72361,16.401219466856727,0.856,3.828,23.36,3.2767679999999997,19.99616
276,76176,16.61324772583615,1.014,3.554,24.5,3.6037559999999997,24.843
297,88209,17.233687939614086,0.865,3.654,30.42,3.16071,26.3133
306,93636,17.4928556845359,0.918,3.646,22.54,3.347028,20.69172
310,96100,17.60681686165901,1.146,3.751,28.88,4.298646,33.09648
312,97344,17.663521732655695,0.939,3.551,29.17,3.334389,27.39063
320,102400,17.88854381999832,1.141,3.67,28.1,4.18747,32.0621
332,110224,18.2208671582886,1.021,3.612,31.29,3.687852,31.947089999999996
334,111556,18.275666882497067,1.098,3.472,27.04,3.812256,29.68992
339,114921,18.411952639521967,1.047,3.675,29.77,3.8477249999999996,31.169189999999997
341,116281,18.466185312619388,0.792,3.711,28.9,2.939112,22.8888
341,116281,18.466185312619388,1.182,3.68,29.97,4.34976,35.42454
348,121104,18.65475810617763,1.154,3.517,31.27,4.058617999999999,36.08558
366,133956,19.131126469708992,1.191,3.722,24.65,4.432902,29.35815
385,148225,19.621416870348583,1.086,3.742,25.62,4.063812,27.823320000000002
393,154449,19.82422760159901,0.971,3.833,34.66,3.7218430000000002,33.65486
395,156025,19.87460691435179,0.765,3.708,30.4,2.8366200000000004,23.256
413,170569,20.322401432901575,0.905,3.693,32.86,3.342165,29.7383
421,177241,20.518284528683193,0.727,3.649,26.76,2.652823,19.454520000000002
428,183184,20.688160865577203,0.628,3.678,27.77,2.309784,17.43956
428,183184,20.688160865577203,0.575,3.669,29.74,2.1096749999999997,17.100499999999997
429,184041,20.71231517720798,1.032,3.838,26.79,3.9608160000000003,27.64728
451,203401,21.236760581595302,0.675,3.707,27.39,2.502225,18.48825
452,204304,21.2602916254693,1.272,3.72,27.03,4.73184,34.38216
454,206116,21.307275752662516,0.662,3.708,32.54,2.454696,21.54148
455,207025,21.330729007701542,0.595,3.549,31.54,2.111655,18.766299999999998
458,209764,21.400934559032695,1.022,3.627,31.27,3.706794,31.95794
468,219024,21.633307652783937,1.138,3.595,26.23,4.09111,29.849739999999997
470,220900,21.6794833886788,0.843,3.594,31.73,3.0297419999999997,26.74839
473,223729,21.748563170931547,1.111,3.827,29.87,4.251797,33.18557
481,231361,21.93171219946131,1.163,3.677,30.13,4.276351,35.04119
482,232324,21.95449840010015,0.835,3.608,29.49,3.01268,24.624149999999997
489,239121,22.11334438749598,0.824,3.788,27.01,3.1213119999999996,22.256240000000002
491,241081,22.15851980616034,1.138,3.851,32.43,4.382438,36.905339999999995
493,243049,22.20360331117452,0.859,3.731,31.68,3.204929,27.21312
494,244036,22.22611077089287,1.154,3.763,28.77,4.342502,33.200579999999995
497,247009,22.293496809607955,0.686,3.812,32.23,2.6150320000000002,22.10978
505,255025,22.47220505424423,0.989,3.586,33.37,3.546554,33.00293
508,258064,22.538855339169288,1.142,3.569,29.73,4.075798,33.95166
528,278784,22.978250586152114,0.809,3.742,31.33,3.0272780000000004,25.34597
530,280900,23.021728866442675,1.123,3.776,30.84,4.240448,34.63332
550,302500,23.45207879911715,1.004,3.689,29.23,3.7037560000000003,29.34692
560,313600,23.664319132398465,0.788,3.601,26.77,2.837588,21.09476
571,326041,23.895606290697042,1.123,3.764,32.38,4.226972,36.36274
582,338724,24.124676163629637,1.139,3.655,28.9,4.163044999999999,32.9171
594,352836,24.372115213907882,0.963,3.736,34.3,3.5977680000000003,33.030899999999995
602,362404,24.535688292770594,1.27,3.633,33.51,4.61391,42.5577
603,363609,24.55605831561735,0.827,3.767,30.32,3.115309,25.07464
607,368449,24.63736998950984,0.82,3.804,30.0,3.11928,24.599999999999998
611,373321,24.71841418861655,0.721,3.653,34.23,2.633813,24.679829999999995
612,374544,24.73863375370596,1.26,3.654,31.09,4.60404,39.1734
616,379456,24.819347291981714,1.138,3.695,28.72,4.204909999999999,32.68335999999999
620,384400,24.899799195977465,1.23,3.726,33.71,4.58298,41.463300000000004
626,391876,25.019992006393608,1.118,3.693,31.6,4.128774000000001,35.32880000000001
644,414736,25.37715508089904,0.73,3.788,28.84,2.76524,21.0532
655,429025,25.592967784139454,0.548,3.668,32.76,2.0100640000000003,17.95248
663,439569,25.748786379167466,0.904,3.753,28.44,3.3927120000000004,25.709760000000003
665,442225,25.787593916455254,0.969,3.757,30.47,3.640533,29.525429999999997
673,452929,25.942243542145693,1.014,3.53,29.28,3.57942,29.68992
680,462400,26.076809620810597,0.969,3.7,33.6,3.5853,32.5584
692,478864,26.30589287593181,0.969,3.669,29.48,3.555261,28.566119999999998
698,487204,26.419689627245813,0.952,3.595,31.78,3.42244,30.25456
699,488601,26.43860813280457,1.103,3.547,30.81,3.912341,33.98343
702,492804,26.49528259898354,0.746,3.677,29.9,2.743042,22.3054
704,495616,26.5329983228432,1.289,3.771,31.63,4.860818999999999,40.771069999999995
706,498436,26.570660511172846,1.066,3.623,28.93,3.8621180000000006,30.839380000000002
710,504100,26.645825188948457,0.966,3.617,34.96,3.4940219999999997,33.77136
712,506944,26.68332812825267,1.186,3.645,34.52,4.32297,40.94072
713,508369,26.70205984563738,0.864,3.555,36.56,3.07152,31.58784
714,509796,26.720778431774775,0.921,3.731,24.55,3.436251,22.61055
719,516961,26.814175355583846,1.074,3.518,27.51,3.778332,29.545740000000002
720,518400,26.832815729997478,0.738,3.76,23.95,2.77488,17.6751
728,529984,26.981475126464083,0.954,3.74,32.79,3.5679600000000002,31.28166
729,531441,27.0,0.93,3.674,31.71,3.41682,29.4903
734,538756,27.09243436828813,0.974,3.643,34.54,3.548282,33.64196
736,541696,27.129319932501073,1.005,3.796,29.23,3.8149799999999994,29.376149999999996
737,543169,27.147743920996454,0.932,3.816,29.0,3.556512,27.028000000000002
759,576081,27.54995462791182,0.86,3.587,36.96,3.08482,31.7856
759,576081,27.54995462791182,1.035,3.688,32.1,3.81708,33.2235
766,586756,27.676705006196094,0.834,3.678,31.13,3.067452,25.962419999999998
770,592900,27.748873851023216,0.797,3.685,33.94,2.936945,27.05018
771,594441,27.76688675382964,0.552,3.687,32.57,2.035224,17.978640000000002
774,599076,27.820855486487112,1.222,3.75,33.98,4.5825,41.523559999999996
778,605284,27.892651361962706,1.477,3.61,31.63,5.33197,46.717510000000004
781,609961,27.94637722496424,0.932,3.758,26.19,3.502456,24.409080000000003
785,616225,28.0178514522438,1.036,3.717,35.08,3.8508120000000003,36.34288
791,625681,28.124722220850465,0.952,3.736,35.26,3.556672,33.567519999999995
794,630436,28.178005607210743,1.122,3.64,32.63,4.08408,36.61086000000001
797,635209,28.231188426986208,1.011,3.74,32.08,3.7811399999999997,32.43288
