Cell_ID,Cycle,Discharge_Capacity_mAh,Current_A,Voltage_V,Temperature_C
cell_035,672,1052.522084378691,0.693,3.706,36.56
cell_035,676,1051.7627000425048,0.856,3.697,33.18
cell_035,689,1008.0465614507301,1.093,3.693,37.98
cell_035,690,1002.9252649928337,0.857,3.649,32.57
cell_035,691,1016.3204774350532,1.152,3.717,33.8
cell_035,704,985.4245131611276,1.291,3.767,30.95
cell_035,715,973.2587753123705,0.652,3.813,29.54
cell_035,720,967.1855764262509,1.221,3.64,35.16
cell_035,727,957.1245783635271,1.21,3.876,26.78
cell_035,732,958.6775319987248,0.906,3.844,28.9
cell_035,742,930.454645754674,1.183,3.666,27.63
cell_035,745,952.6072277936378,1.064,3.74,32.1
cell_035,749,929.841037281667,1.037,3.565,31.27
cell_035,756,895.4387329024223,0.874,3.779,31.85
cell_035,770,871.422095380417,1.123,3.804,38.14
cell_035,774,853.0770050643359,0.574,3.635,32.12
cell_035,786,890.8543599177306,0.956,3.664,32.02
cell_035,787,852.9873870008043,1.225,3.745,38.62
cell_035,794,860.8673889724699,1.052,3.656,30.93
cell_035,801,820.322055126519,0.819,3.823,32.99
cell_035,801,829.5188361172587,0.824,3.732,35.71
cell_035,802,800.8725091476216,0.95,3.695,27.53
cell_035,806,815.9929756338792,1.072,3.739,33.66
cell_035,810,793.9666107680772,0.864,3.666,30.98
cell_035,836,745.2212121122147,1.179,3.858,34.49
cell_035,838,769.6358950203141,0.963,3.79,29.5
cell_035,845,800.2185742106394,1.286,3.739,34.83
cell_035,854,755.2540950190817,0.952,3.745,32.99
cell_035,869,775.0857044922669,0.976,3.593,29.78
cell_035,873,750.8712973843745,0.834,3.763,30.3
cell_035,878,721.7430790101803,1.337,3.607,36.83
cell_035,881,757.6984011537056,1.066,3.69,31.35
cell_035,884,714.6891405654574,1.079,3.782,37.37
cell_035,891,680.857912849392,0.81,3.739,36.45
cell_035,904,678.3909142699979,1.043,3.657,32.26
cell_035,910,666.972118702859,1.084,3.865,32.6
cell_035,912,691.1770018822133,1.056,3.657,25.85
cell_035,915,605.9916569963881,0.884,3.682,33.32
cell_035,920,641.0065927804663,1.192,3.707,28.34
cell_035,922,614.0852858582472,0.777,3.763,32.11
cell_035,923,608.7350700778101,1.156,3.705,34.01
cell_035,935,591.1174383458743,1.56,3.716,35.48
cell_035,947,632.8784108574996,1.016,3.715,31.97
cell_035,955,629.3754430666902,0.823,3.815,35.19
cell_035,962,608.6601481148533,0.789,3.782,34.55
cell_035,970,558.5462678987744,0.884,3.813,31.39
cell_035,982,603.4290331189699,1.224,3.77,36.49
cell_036,5,2008.6410997138403,1.233,3.474,27.55
cell_036,5,2059.005682526494,0.877,3.768,22.45
cell_036,5,2020.2620624877688,1.029,3.738,17.06
cell_036,10,2016.7931204932106,1.17,3.606,24.59
cell_036,21,2025.291416715212,1.018,3.709,24.62
cell_036,30,2054.838760608183,0.828,3.742,21.89
cell_036,32,1970.6530011612747,0.943,3.731,25.69
cell_036,46,1962.2360614072536,1.107,3.767,25.86
cell_036,59,1993.0046131616725,1.054,3.744,26.61
cell_036,67,1962.2671193547744,1.059,3.666,24.91
cell_036,72,1936.2936838309672,1.167,3.718,21.42
cell_036,73,1928.944791572694,1.084,3.631,25.31
cell_036,74,1914.1718889528095,1.078,3.702,28.88
cell_036,101,1928.0722674556528,0.963,3.646,22.73
cell_036,103,1908.2986707247671,0.804,3.828,29.7
cell_036,110,1897.2401634893622,0.645,3.572,28.56
cell_036,114,1866.063211529693,1.16,3.611,29.58
cell_036,114,1964.1929191957724,1.145,3.89,30.33
cell_036,120,1844.143811050316,0.726,3.703,25.95
cell_036,133,1835.6683359465715,1.174,3.583,22.67
cell_036,143,1791.6679929213515,1.075,3.716,34.49
cell_036,149,1844.395868160824,1.003,3.8,23.66
cell_036,153,1830.2925539249873,0.903,3.825,30.24
cell_036,154,1846.1632627148829,1.13,3.697,26.91
cell_036,155,1831.207447884186,0.881,3.632,25.7
cell_036,167,1819.3664093626546,1.164,3.697,21.46
cell_036,172,1818.5043951261512,0.943,3.589,30.49
cell_036,183,1728.8119877399097,0.821,3.624,23.21
cell_036,185,1733.2547740364407,0.73,3.67,26.59
cell_036,205,1741.230440603205,0.743,3.898,31.1
cell_036,207,1730.3164026048275,1.231,3.664,28.07
cell_036,224,1703.281401568363,1.309,3.731,19.12
cell_036,227,1707.8705614066473,1.22,3.712,32.25
cell_036,230,1687.601099432942,0.904,3.629,24.85
cell_036,232,1694.0243333009284,0.663,3.631,31.78
cell_036,236,1632.169300458864,1.222,3.729,27.78
cell_036,236,1660.833624827337,0.921,3.668,28.56
cell_036,239,1691.15646495003,1.167,3.756,29.33
cell_036,247,1636.6154034104015,0.833,3.689,28.39
cell_036,256,1687.6235107003424,1.314,3.79,26.55
cell_036,259,1617.8525058212058,1.201,3.839,31.09
cell_036,265,1600.5789227523546,0.768,3.702,21.42
cell_036,271,1680.3378058329672,0.65,3.608,29.09
cell_036,281,1622.963806236386,0.753,3.728,31.64
cell_036,281,1611.3253294001975,1.176,3.668,29.91
cell_036,285,1625.8333917038804,1.09,3.823,29.11
cell_036,294,1580.675525124016,1.043,3.704,29.32
cell_036,295,1532.1344746956124,0.856,3.497,20.94
cell_036,296,1590.582762685061,0.993,3.826,26.74
cell_036,302,1557.36526425147,0.868,3.642,28.91
cell_036,307,1648.168294510839,1.161,3.615,35.99
cell_036,315,1497.5314184714384,1.18,3.755,26.55
cell_036,320,1513.2644582607495,1.235,3.643,25.95
cell_036,330,1574.8101827883083,1.212,3.735,29.43
cell_036,345,1458.4449703589378,0.958,3.502,23.42
cell_036,347,1524.318203894227,0.88,3.654,29.5
cell_036,354,1449.564369622206,0.841,3.612,27.44
cell_036,369,1430.796229310686,0.828,3.656,32.42
cell_036,369,1454.5210759389242,1.251,3.758,29.14
cell_036,373,1461.2520334678181,0.704,3.672,28.77
cell_036,374,1474.6343545083937,1.046,3.695,32.23
cell_036,378,1513.354130545961,1.043,3.784,26.61
cell_036,379,1470.48909290699,0.469,3.709,21.88
cell_036,380,1458.5824234022416,0.76,3.714,28.73
cell_036,381,1450.349766754002,0.996,3.707,28.05
cell_036,381,1391.1741697898256,0.949,3.805,29.01
cell_036,382,1453.098844075308,0.919,3.797,30.67
cell_036,386,1428.6067586083925,0.968,3.637,26.21
cell_036,398,1416.2358326190556,0.585,3.82,26.05
cell_036,403,1407.2086122338785,0.919,3.698,29.47
cell_036,410,1408.1471272304843,1.033,3.644,27.26
cell_036,413,1321.1705704469957,0.95,3.626,29.68
cell_036,429,1349.6449304487796,1.399,3.612,31.61
cell_036,439,1342.6910750051115,0.992,3.627,31.33
cell_036,440,1371.1861145733253,1.212,3.729,29.84
cell_036,441,1362.9611829860937,0.773,3.706,33.96
cell_036,441,1369.1864235671278,0.953,3.767,29.87
cell_036,444,1382.3564480937484,1.125,3.83,28.85
cell_036,452,1374.963726242905,1.17,3.743,34.48
cell_036,454,1331.319117788462,1.269,3.685,28.04
cell_036,457,1318.3370556882628,1.331,3.683,31.42
cell_036,463,1316.5112428312111,0.593,3.64,31.46
cell_036,466,1251.4971522483836,1.31,3.75,29.76
cell_036,467,1262.5232560196753,0.944,3.69,29.56
cell_036,468,1316.218354159325,1.355,3.859,35.35
cell_036,473,1359.998534735843,0.786,3.723,37.98
cell_036,477,1286.9555139222423,1.258,3.71,28.63
cell_036,514,1230.203346392345,1.412,3.766,31.8
cell_036,525,1161.6109715958032,0.918,3.794,25.55
cell_036,530,1221.6851599967151,0.629,3.651,30.68
cell_036,532,1226.029263703462,0.986,3.801,25.57
cell_036,537,1239.9180322456289,1.109,3.616,35.82
cell_036,537,1207.084340182462,1.175,3.85,29.0
cell_036,550,1131.460899774362,0.809,3.677,35.06
cell_036,559,1222.4653022804096,0.997,3.629,29.19
cell_036,565,1173.6354591409167,0.759,3.724,31.64
cell_036,567,1147.3043619299015,1.116,3.674,34.79
cell_036,574,1134.547320314404,1.252,3.55,31.49
cell_036,575,1142.9120796417135,0.954,3.796,29.18
cell_036,597,1103.9905156543603,1.429,3.574,35.31
cell_036,599,1077.210193629392,1.043,3.644,33.66
cell_036,600,1076.2613065065098,1.161,3.628,33.76
cell_036,605,1112.1101976206194,1.042,3.678,33.82
cell_036,611,1074.1298418714773,0.839,3.721,34.26
cell_036,611,1055.79956960876,0.836,3.763,29.61
cell_036,612,1102.6902740332412,0.911,3.615,28.86
cell_036,615,1083.409012988606,1.328,3.739,31.15
cell_036,617,1051.629360441942,0.634,3.668,31.74
cell_036,632,1038.2379667890045,1.24,3.627,33.16
cell_036,633,1009.3536862445246,1.069,3.748,26.14
cell_036,638,1011.6655358138587,1.107,3.601,30.0
cell_036,641,1005.7581975181056,0.856,3.666,30.0
cell_036,642,997.1278895208656,0.909,3.774,31.13
cell_036,648,1078.160088892735,0.951,3.697,33.08
cell_036,648,1011.9240289868145,0.928,3.641,35.36
cell_036,649,998.5826768419695,1.266,3.585,36.53
cell_036,651,987.335369624581,1.239,3.8,24.9
cell_036,664,919.9949045256645,0.961,3.758,31.23
cell_036,676,931.0368667263069,0.872,3.786,37.85
cell_036,680,990.293536856352,1.003,3.69,31.72
cell_036,681,928.2956039647321,1.128,3.688,32.49
cell_036,681,947.6851963039088,0.897,3.777,30.5
cell_036,684,956.5385776772113,1.016,3.613,30.51
cell_036,712,850.2496676636737,1.113,3.574,31.51
cell_036,723,900.2037190065454,1.233,3.691,32.57
cell_036,729,915.8135957814035,1.217,3.805,32.41
cell_036,733,877.8386954436054,0.919,3.622,34.75
cell_036,735,856.8611468310227,1.054,3.662,32.04
cell_036,736,829.4962517359487,1.229,3.824,33.0
cell_036,750,854.0385677347786,0.901,3.632,31.55
cell_036,762,837.1523765745029,0.863,3.71,30.17
cell_036,768,785.2349242385022,1.307,3.857,31.21
cell_036,771,752.4417346921005,0.981,3.639,32.52
cell_036,776,833.2279962078079,1.097,3.762,35.09
cell_036,793,798.0764677260892,1.152,3.844,31.98
cell_036,825,723.9323409729587,1.007,3.656,35.52
cell_036,833,690.6888320485328,1.022,3.646,28.39
cell_036,840,720.1660010478647,1.109,3.725,26.96
cell_036,845,663.5523375259228,1.009,3.631,32.3
cell_036,845,690.4136455163805,1.279,3.657,29.75
cell_036,846,649.9925517597374,1.051,3.819,34.36
cell_036,847,754.4699625947158,0.763,3.723,37.71
cell_036,864,640.4534084666161,0.605,3.719,34.62
cell_036,871,623.4504843622614,0.68,3.649,35.16
cell_036,881,594.8224339279813,1.145,3.759,35.01
cell_036,884,549.7844099469035,1.351,3.709,38.73
cell_036,885,643.648836786824,1.179,3.71,29.34
cell_036,896,592.510981039759,1.289,3.754,36.83
cell_036,900,565.6061579641323,0.821,3.685,33.16
cell_036,901,573.7376800846042,0.965,3.608,36.85
cell_036,902,575.6143205130433,1.433,3.6,32.16
cell_036,902,591.2334648081822,1.336,3.735,34.75
cell_036,913,554.3407404380929,1.243,3.601,38.7
cell_036,917,533.4437351638162,0.938,3.651,32.04
cell_036,927,575.7956698899911,1.11,3.766,29.09
cell_036,932,499.13804029631893,0.726,3.588,35.26
cell_036,934,529.369021123919,0.833,3.638,34.98
cell_036,944,537.0148707860724,1.019,3.619,34.54
cell_036,952,473.1012876198076,0.782,3.554,36.02
cell_036,958,499.2038181049986,0.833,3.866,34.28
cell_036,963,508.0934303264529,0.993,3.781,37.17
cell_036,971,454.4879936747894,0.947,3.712,39.53
cell_036,972,467.54982433039976,0.941,3.751,33.06
cell_036,976,502.8480464362867,0.918,3.775,35.58
cell_036,981,443.3312472583382,0.719,3.61,36.35
cell_036,990,433.5286064670598,1.029,3.729,27.49
cell_036,991,420.43967508558904,1.223,3.641,31.75
cell_036,994,413.3804194832734,1.243,3.705,38.87
cell_036,1000,442.2719618421617,0.66,3.627,28.98
cell_037,1,2067.2552597552512,1.029,3.65,25.95
cell_037,3,2044.3002719115955,0.913,3.607,32.24
cell_037,8,2046.296485829607,1.37,3.662,30.53
cell_037,8,2013.195686014381,1.117,3.602,22.3
cell_037,28,1997.5719938407026,0.784,3.835,27.92
cell_037,46,1996.5010250439561,1.035,3.75,26.02
cell_037,49,2014.7885922732419,1.095,3.652,23.2
cell_037,56,1943.279698589148,1.213,3.887,22.98
cell_037,67,1944.1390894536407,0.916,3.736,27.57
cell_037,68,1984.4991229914588,1.123,3.777,26.59
cell_037,68,1974.7440576201109,0.963,3.634,25.17
cell_037,76,1933.7383679305744,0.898,3.751,28.7
cell_037,82,1961.3500583120222,1.263,3.707,27.64
cell_037,104,1863.2399854175837,1.054,3.708,25.61
cell_037,104,1884.4602023871446,1.165,3.704,21.93
cell_037,106,1913.4758956582536,0.988,3.739,19.1
cell_037,108,1849.9817595159855,1.186,3.559,29.51
cell_037,114,1886.3122872129966,0.625,3.707,23.77
cell_037,114,1879.7613375996011,1.228,3.759,29.76
cell_037,119,1838.7619820562654,1.027,3.821,24.63
cell_037,142,1882.6541171480198,1.04,3.861,23.29
cell_037,149,1834.958059078697,1.262,3.773,24.81
cell_037,150,1838.0443088242398,1.41,3.667,24.39
cell_037,150,1757.6862072372103,1.06,3.663,25.76
cell_037,153,1806.0241249259557,1.185,3.764,30.37
cell_037,155,1802.4091357252698,0.903,3.636,27.57
cell_037,164,1834.2848381930608,1.306,3.723,24.68
cell_037,166,1789.875928749675,1.003,3.713,32.56
cell_037,174,1742.479781872716,0.442,3.687,27.82
cell_037,179,1792.662735121421,0.707,3.701,31.62
cell_037,183,1741.5465499574748,0.976,3.644,26.1
cell_037,185,1742.6986732260298,0.934,3.768,30.56
cell_037,186,1715.5987651327596,0.486,3.782,26.85
cell_037,186,1697.0002073751364,0.773,3.657,27.67
cell_037,190,1756.0745310885009,0.968,3.643,34.87
cell_037,203,1727.5036750578442,0.451,3.611,28.63
cell_037,204,1696.745650748908,0.761,3.865,27.6
cell_037,205,1762.3672801112907,0.908,3.687,32.7
cell_037,217,1667.74938562552,0.868,3.73,28.87
cell_037,222,1670.7917106739426,1.024,3.595,28.48
cell_037,230,1700.603986219377,1.063,3.721,27.49
cell_037,231,1657.2189864053394,0.611,3.702,25.98
cell_037,232,1609.117535334624,1.333,3.741,23.66
cell_037,241,1557.0277912729036,0.918,3.608,27.03
cell_037,243,1631.7584447752513,1.003,3.642,27.64
cell_037,244,1598.8212978864676,0.862,3.685,27.1
cell_037,247,1680.1538610691896,0.934,3.775,27.35
cell_037,259,1576.1418592457749,0.927,3.661,25.23
cell_037,260,1597.944021096873,1.228,3.699,28.51
cell_037,265,1649.4229509844852,1.326,3.565,25.22
cell_037,267,1636.1606853530973,1.084,3.774,20.33
cell_037,269,1656.6622536978452,1.189,3.775,28.8
cell_037,271,1589.8714267461432,0.648,3.677,26.29
cell_037,279,1599.0253233312194,0.992,3.76,28.07
cell_037,287,1578.6162048032515,1.091,3.773,36.05
cell_037,292,1573.0073204428943,0.658,3.702,29.25
cell_037,310,1483.7755646104004,0.72,3.873,30.28
cell_037,311,1559.3814194528495,0.92,3.604,25.69
cell_037,313,1464.801721161599,0.88,3.618,28.58
cell_037,317,1546.8364444554638,1.257,3.696,25.04
cell_037,321,1500.7070794708502,1.099,3.761,30.66
cell_037,324,1502.8555766877528,0.9,3.687,28.36
cell_037,340,1455.1443793518085,0.825,3.75,27.33
cell_037,343,1465.1145779907556,1.259,3.721,27.25
cell_037,355,1438.8065594344596,1.168,3.791,31.47
cell_037,359,1435.375794791618,0.899,3.776,29.87
cell_037,378,1441.1335961159093,1.181,3.781,28.77
cell_037,392,1440.4844005533794,1.188,3.779,27.24
cell_037,416,1341.087749647644,0.932,3.655,25.8
cell_037,419,1346.9933549617476,1.451,3.745,26.25
cell_037,430,1358.8803646469958,1.316,3.706,29.15
cell_037,431,1369.5439682810306,0.772,3.774,32.63
cell_037,436,1334.9651148509786,1.102,3.685,27.46
cell_037,438,1316.6370730353399,1.312,3.659,25.83
cell_037,443,1334.937147356565,1.178,3.764,31.97
cell_037,462,1300.5434783217577,0.987,3.697,27.54
cell_037,471,1233.2348695168387,0.523,3.708,34.87
cell_037,474,1230.257688938457,1.332,3.673,28.79
cell_037,474,1238.7134532017635,1.208,3.758,30.08
cell_037,479,1262.7640577882796,1.174,3.681,27.86
cell_037,480,1297.3784129691837,0.949,3.687,29.1
cell_037,494,1223.2426549472048,1.144,3.603,33.23
cell_037,502,1204.5512205757555,1.12,3.584,23.13
cell_037,513,1175.603386005607,0.792,3.792,28.01
cell_037,515,1213.4313511100836,0.656,3.71,34.08
cell_037,539,1137.4168991131198,0.909,3.644,30.03
cell_037,541,1150.8972828925491,0.799,3.634,32.03
cell_037,550,1090.969894598793,0.755,3.617,28.37
cell_037,575,1110.4736203666746,1.13,3.831,27.21
cell_037,575,1063.497750371493,1.04,3.777,27.08
cell_037,579,1073.9601718326498,1.196,3.769,32.66
cell_037,579,1051.8210107458817,0.892,3.697,30.54
cell_037,581,1111.0480126426244,0.659,3.701,26.31
cell_037,583,1069.4391604511502,0.974,3.783,32.62
cell_037,587,1061.372895062697,1.013,3.6,31.72
cell_037,599,1051.1904208760577,0.816,3.667,30.1
cell_037,601,1010.442703551563,0.95,3.647,29.32
cell_037,606,1012.6210980068929,0.963,3.691,32.49
cell_037,614,1046.7199641672266,1.356,3.564,31.23
cell_037,614,1033.4163170475472,0.93,3.745,34.17
cell_037,629,946.576469158965,0.731,3.726,31.5
cell_037,630,977.028896373361,0.835,3.873,30.73
cell_037,630,981.7259301513744,0.944,3.765,28.4
cell_037,634,940.150481067633,1.144,3.643,27.16
cell_037,662,934.8026415036563,1.067,3.742,29.08
cell_037,663,910.9018313257823,0.599,3.669,30.71
cell_037,665,942.5261891133065,1.058,3.701,32.02
cell_037,676,872.5577520813462,0.802,3.738,28.49
cell_037,683,866.6279325123154,1.069,3.742,33.79
cell_037,701,874.4614128343136,1.287,3.713,29.44
cell_037,701,858.0342148241655,1.407,3.689,33.82
cell_037,707,866.4692681398597,0.99,3.796,27.67
cell_037,716,831.6613017702175,0.878,3.706,35.17
cell_037,724,824.2405034167385,0.491,3.685,37.53
cell_037,724,820.9949276015348,0.902,3.65,29.63
cell_037,730,823.5878324521132,1.028,3.663,31.03
cell_037,738,843.9035635234501,1.01,3.741,34.51
cell_037,746,745.7118941140372,1.026,3.626,30.45
cell_037,747,746.3064506199742,0.894,3.701,27.25
cell_037,752,777.1199561348811,1.202,3.644,39.51
cell_037,752,769.2519994137114,1.053,3.659,34.28
cell_037,755,725.8024927643147,0.991,3.724,30.96
cell_037,758,782.2457144932542,1.26,3.849,34.29
cell_037,764,739.3361428887944,1.138,3.663,36.23
cell_037,764,737.4112662578427,1.144,3.645,34.4
cell_037,766,753.0326724597154,1.198,3.688,26.74
cell_037,769,780.2772280409371,0.462,3.598,39.85
cell_037,773,680.7727267930184,0.867,3.805,29.34
cell_037,793,687.3471871955072,1.118,3.674,28.28
cell_037,794,678.368475445545,1.066,3.77,31.8
cell_037,795,631.658560808124,0.902,3.673,36.72
cell_037,797,653.2605680829224,0.674,3.601,33.3
cell_037,799,699.8525815563695,0.764,3.646,36.76
cell_037,806,671.2142860380776,1.078,3.631,36.89
cell_037,812,683.2427018625394,0.906,3.804,33.03
cell_037,816,658.3906467735812,0.903,3.65,31.4
cell_037,852,576.9511499280383,1.085,3.653,37.27
cell_037,859,570.7823282508355,1.102,3.787,37.72
cell_037,862,617.2724678900864,0.977,3.623,30.16
cell_037,874,524.9683290321306,0.756,3.762,38.29
cell_037,878,518.9102927684538,1.151,3.631,30.53
cell_037,880,573.8503127236934,1.054,3.672,33.24
cell_037,887,582.1101167520317,0.691,3.81,28.76
cell_037,894,536.7079939880306,0.877,3.724,35.87
cell_037,903,499.13885480867583,1.142,3.718,31.0
cell_037,903,507.4914188828958,1.027,3.839,33.58
cell_037,924,426.5966512082721,1.158,3.726,35.24
cell_037,926,426.30381356945367,0.756,3.767,35.37
cell_037,928,494.5595543551688,1.215,3.729,34.21
cell_037,930,418.26856084791774,0.934,3.771,36.07
cell_037,933,454.43175619704505,0.606,3.694,35.38
cell_037,941,393.212232178952,1.231,3.694,34.15
cell_037,943,453.012426971076,1.159,3.82,35.44
cell_037,945,431.829906188693,0.959,3.84,39.17
cell_037,978,362.2739320191736,0.66,3.828,31.01
cell_037,979,324.6166640316248,0.916,3.636,28.85
cell_037,989,332.18912576518716,0.891,3.712,34.64
cell_037,996,341.2115530840286,1.208,3.74,37.45
cell_037,999,309.3970636982562,0.979,3.912,30.48
cell_038,1,2084.638511424319,1.29,3.743,24.79
cell_038,13,2060.622330579211,1.233,3.787,18.86
cell_038,13,2029.2078862022377,0.968,3.674,21.05
cell_038,30,1995.7986823467943,0.843,3.721,27.47
cell_038,32,1996.2853484903999,1.407,3.666,26.48
cell_038,37,2014.0328183894878,1.261,3.784,18.96
cell_038,37,2033.5738822792807,1.223,3.797,28.15
cell_038,38,1998.9615033469026,0.895,3.734,31.98
cell_038,39,2023.8804479064895,0.835,3.628,25.71
cell_038,40,1977.197923329088,0.985,3.645,25.99
cell_038,42,1956.217883084951,1.028,3.627,26.45
cell_038,42,1970.2943773380375,1.157,3.634,24.76
cell_038,45,2006.6984501957288,0.882,3.821,26.61
cell_038,67,1975.6062892932086,0.751,3.688,29.44
cell_038,76,1960.2156169824407,1.312,3.674,28.88
cell_038,86,1876.291120304545,1.084,3.714,24.05
cell_038,87,1888.947419926917,0.893,3.723,24.44
cell_038,87,1894.879997186324,0.708,3.659,23.79
cell_038,91,1904.8486244002545,0.745,3.692,26.1
cell_038,99,1931.4912362354441,1.394,3.782,23.77
cell_038,102,1876.0234527814853,0.889,3.596,26.41
cell_038,122,1836.8891040013957,1.185,3.558,27.51
cell_038,139,1804.92106214489,1.011,3.64,27.47
cell_038,143,1827.1167329434136,0.718,3.826,24.65
cell_038,149,1828.7239950872129,1.069,3.662,26.95
cell_038,155,1834.4824651991892,1.153,3.62,22.94
cell_038,157,1743.514128656612,1.118,3.667,28.65
cell_038,165,1845.1070326422216,1.298,3.688,23.84
cell_038,170,1739.676492769152,1.085,3.71,29.04
cell_038,171,1722.0153763143137,1.227,3.741,29.09
cell_038,173,1819.2766321515646,0.83,3.739,24.61
cell_038,188,1745.8627906834872,1.279,3.802,30.44
cell_038,197,1697.710469162545,1.301,3.582,27.54
cell_038,211,1669.2741900303986,1.066,3.676,27.84
cell_038,211,1729.05530956838,1.042,3.553,26.52
cell_038,227,1627.2870351758947,0.891,3.671,31.67
cell_038,235,1665.999553670289,0.928,3.584,26.75
cell_038,237,1690.328851342018,1.021,3.696,22.7
cell_038,237,1650.528427052318,1.18,3.71,27.64
cell_038,243,1603.5297313250283,0.973,3.656,26.28
cell_038,245,1649.1038359309114,1.06,3.894,29.49
cell_038,246,1586.671759359867,0.931,3.567,25.96
cell_038,251,1610.6280285221608,1.433,3.738,25.5
cell_038,254,1648.822066549381,0.985,3.674,26.62
cell_038,257,1583.0796902497107,1.265,3.714,25.57
cell_038,259,1550.630508657479,0.982,3.709,27.76
cell_038,261,1613.6128158681431,0.827,3.639,24.71
cell_038,261,1602.6634017433805,0.839,3.754,20.67
cell_038,269,1645.849674244247,0.856,3.828,23.36
cell_038,276,1543.8873459990311,1.014,3.554,24.5
cell_038,297,1511.090807868697,0.865,3.654,30.42
cell_038,306,1514.12673077682,0.918,3.646,22.54
cell_038,310,1516.512240606295,1.146,3.751,28.88
cell_038,312,1461.988551756503,0.939,3.551,29.17
cell_038,320,1511.3779737076748,1.141,3.67,28.1
cell_038,332,1523.0243766014535,1.021,3.612,31.29
cell_038,334,1461.0391740909529,1.098,3.472,27.04
cell_038,339,1491.0136438926738,1.047,3.675,29.77
cell_038,341,1471.797172653214,0.792,3.711,28.9
cell_038,341,1422.9207922660958,1.182,3.68,29.97
cell_038,348,1448.435912208126,1.154,3.517,31.27
cell_038,366,1430.7638832269106,1.191,3.722,24.65
cell_038,385,1429.1533686068021,1.086,3.742,25.62
cell_038,393,1385.977668889588,0.971,3.833,34.66
cell_038,395,1323.838626708082,0.765,3.708,30.4
cell_038,413,1362.0210231290002,0.905,3.693,32.86
cell_038,421,1300.0728407401277,0.727,3.649,26.76
cell_038,428,1282.0603346394855,0.628,3.678,27.77
cell_038,428,1304.9132614040916,0.575,3.669,29.74
cell_038,429,1317.781047407861,1.032,3.838,26.79
cell_038,451,1243.0824632788472,0.675,3.707,27.39
cell_038,452,1253.8253740299942,1.272,3.72,27.03
cell_038,454,1173.7361546849238,0.662,3.708,32.54
cell_038,455,1238.2453586001666,0.595,3.549,31.54
cell_038,458,1267.9206234606131,1.022,3.627,31.27
cell_038,468,1209.5446825721315,1.138,3.595,26.23
cell_038,470,1219.6997947982811,0.843,3.594,31.73
cell_038,473,1194.053884118556,1.111,3.827,29.87
cell_038,481,1172.3988972827426,1.163,3.677,30.13
cell_038,482,1188.7219072626776,0.835,3.608,29.49
cell_038,489,1210.1323234239712,0.824,3.788,27.01
cell_038,491,1234.8213607910272,1.138,3.851,32.43
cell_038,493,1215.0376324409224,0.859,3.731,31.68
cell_038,494,1169.3728036697003,1.154,3.763,28.77
cell_038,497,1104.2773122685207,0.686,3.812,32.23
cell_038,505,1155.2262710446214,0.989,3.586,33.37
cell_038,508,1191.6244515396422,1.142,3.569,29.73
cell_038,528,1139.546689324246,0.809,3.742,31.33
cell_038,530,1118.2562901903532,1.123,3.776,30.84
cell_038,550,1089.788958019129,1.004,3.689,29.23
cell_038,560,1050.7021637105183,0.788,3.601,26.77
cell_038,571,1035.0233908369212,1.123,3.764,32.38
cell_038,582,1066.7903273225263,1.139,3.655,28.9
cell_038,594,984.5659151584541,0.963,3.736,34.3
cell_038,602,978.2934731475001,1.27,3.633,33.51
cell_038,603,949.9862426056766,0.827,3.767,30.32
cell_038,607,964.8651266660909,0.82,3.804,30.0
cell_038,611,915.9808720666881,0.721,3.653,34.23
cell_038,612,966.5677416393828,1.26,3.654,31.09
cell_038,616,962.1487264740164,1.138,3.695,28.72
cell_038,620,929.21867882051,1.23,3.726,33.71
cell_038,626,913.0110345875381,1.118,3.693,31.6
cell_038,644,906.3438319129733,0.73,3.788,28.84
cell_038,655,835.7591409133744,0.548,3.668,32.76
cell_038,663,869.8044556863034,0.904,3.753,28.44
cell_038,665,888.311847220436,0.969,3.757,30.47
cell_038,673,820.3574981962014,1.014,3.53,29.28
cell_038,680,859.0548301377554,0.969,3.7,33.6
cell_038,692,836.193425250037,0.969,3.669,29.48
cell_038,698,766.4308732660842,0.952,3.595,31.78
cell_038,699,779.9400032033161,1.103,3.547,30.81
cell_038,702,780.0934015076168,0.746,3.677,29.9
cell_038,704,728.2378970206704,1.289,3.771,31.63
cell_038,706,803.68434146835,1.066,3.623,28.93
cell_038,710,747.7259795144579,0.966,3.617,34.96
cell_038,712,703.802879330746,1.186,3.645,34.52
cell_038,713,746.1646683882029,0.864,3.555,36.56
cell_038,714,782.7246914089644,0.921,3.731,24.55
cell_038,719,702.7443588180698,1.074,3.518,27.51
cell_038,720,746.8079311008871,0.738,3.76,23.95
cell_038,728,737.48891029787,0.954,3.74,32.79
cell_038,729,710.3642463248204,0.93,3.674,31.71
cell_038,734,760.59283903855,0.974,3.643,34.54
cell_038,736,715.3249858151464,1.005,3.796,29.23
cell_038,737,699.6585890110089,0.932,3.816,29.0
cell_038,759,719.1257103344783,0.86,3.587,36.96
cell_038,759,625.0899391289026,1.035,3.688,32.1
cell_038,766,682.9489259949393,0.834,3.678,31.13
cell_038,770,673.9757861928675,0.797,3.685,33.94
cell_038,771,661.7923711578012,0.552,3.687,32.57
cell_038,774,626.9142268972759,1.222,3.75,33.98
cell_038,778,622.1437262168109,1.477,3.61,31.63
cell_038,781,628.5562166664243,0.932,3.758,26.19
cell_038,785,602.3946405066125,1.036,3.717,35.08
